post_cst,tid,floor,url,status_2026_09,context
2015-07-18 15:25,3902698103,4,http://wimage_emoticon25ww.acfun.tv/v/ac2034005,404；Wayback 20150720 存档：《女流干不出这种事儿~》，2015-07-18 00:32 发布，uid 1042937,http://wimage_emoticon25ww.acfun.tv/v/ac2034005
2015-07-26 01:23,3921065129,1,http://v.youku.com/v_show/id_XMTI5MzAzMjY1Ng==.html,官方优酷号：已在档案,http://v.youku.com/v_show/id_XMTI5MzAzMjY1Ng==.html
2015-07-26 10:10,3921065129,3,http://v.youku.com/v_show/id_XMTI5MzU0NzcwMA==.html?from=y1.7-1.2,在线,http://v.youku.com/v_show/id_XMTI5MzU0NzcwMA==.html?from=y1.7-1.2 双视角正确弹幕版 不要谢我 我是雷锋
2015-07-27 01:35,3912624992,50,http://v.youku.com/v_show/id_XMTI5MjQ3NDcwMA==.html?firsttime=0&from=y1.4-2,已删,回复 wswconfirm :刚刚看完了这两个image_emoticon2 http://v.youku.com/v_show/id_XMTI5MjQ3NDcwMA==.html?firsttime=0&from=y1.4-2 http:
2015-07-27 01:35,3912624992,50,http://v.youku.com/v_show/id_XMTI5MzAzMjY1Ng==.html?firsttime=0&from=y1.4-2,官方优酷号：已在档案,回复 wswconfirm :刚刚看完了这两个image_emoticon2 http://v.youku.com/v_show/id_XMTI5MjQ3NDcwMA==.html?firsttime=0&from=y1.4-2 http:
2015-07-29 07:47,3928009915,3,http://v.youku.com/v_show/id_XMTI5MjA5NTc3Ng==.html?x&sharefrom=android,未能核实（优酷限流）,【视频：风之旅人—斗鱼年度催泪大戏—有缘必相会_合并版_小桀_女流】http://v.youku.com/v_show/id_XMTI5MjA5NTc3Ng==.html?x&sharefrom=android （来自于优酷安卓客户端）
2015-08-03 07:33,3941405686,3,http://www.douyutv.com/156277,直播间地址,http://www.douyutv.com/156277
2015-08-05 21:18,3949013305,1,http://v.youku.com/v_show/id_XMTMwMjEzOTI3Ng==.html?from=y1.7-1.2,未能核实（优酷限流）,优酷：http://v.youku.com/v_show/id_XMTMwMjEzOTI3Ng==.html?from=y1.7-1.2 b站：http://www.bilibili.com/video/av2686502/ a站：http
2015-08-05 21:18,3949013305,1,http://www.bilibili.com/video/av2686502/,在线（吧友自制，非女流）,优酷：http://v.youku.com/v_show/id_XMTMwMjEzOTI3Ng==.html?from=y1.7-1.2 b站：http://www.bilibili.com/video/av2686502/ a站：http
2015-08-05 21:18,3949013305,1,http://www.acfun.tv/v/2076548.aspx,首页,优酷：http://v.youku.com/v_show/id_XMTMwMjEzOTI3Ng==.html?from=y1.7-1.2 b站：http://www.bilibili.com/video/av2686502/ a站：http
2015-08-11 02:50,3962781501,1,http://www.tudou.com/programs/view/6dNWNM8tNzw/,失效（跳回首页）, http://www.tudou.com/programs/view/6dNWNM8tNzw/ 视频来自：土豆
2015-08-15 00:53,3972918647,1,http://v.youku.com/v_show/id_XMTMwODkzMTMzNg==.html?f=25993956&from=sub-y1.9-3.1&x,官方优酷号：已在档案,优酷：http://v.youku.com/v_show/id_XMTMwODkzMTMzNg==.html?f=25993956&from=sub-y1.9-3.1&x B站：http://www.bilibili.com/video/a
2015-08-15 00:53,3972918647,1,http://www.bilibili.com/video/av2731809,在线（官方 herstory 第一集配音，已在档）,优酷：http://v.youku.com/v_show/id_XMTMwODkzMTMzNg==.html?f=25993956&from=sub-y1.9-3.1&x B站：http://www.bilibili.com/video/a
2015-08-15 00:53,3972918647,1,http://www.acfun.tv/v/ac2096775,404（HER STORY part1 搬运）,优酷：http://v.youku.com/v_show/id_XMTMwODkzMTMzNg==.html?f=25993956&from=sub-y1.9-3.1&x B站：http://www.bilibili.com/video/a
2015-08-17 14:29,3978446908,8,http://v.17173.com/news/08172015/105010230.shtml,页面空壳,http://v.17173.com/news/08172015/105010230.shtml 这个是地址吗？
2015-08-17 14:36,3978826723,1,http://v.17173.com/news/08172015/105010230.shtml,页面空壳,Q：女流你好，先给我们游戏八爪的小伙伴们做个自我介绍吧。 A：游戏八爪的小伙伴们大家好，我是女流，是一个游戏解说，平时会在优酷AB站上传自己的解说视频，同时也在斗鱼做游戏直播。 Q：为什么会起女流这个名字呢？有什么由来吗？ A：这个名字是在
2015-08-19 17:35,3890035389,163,http://www.xiami.com/widget/40332601_3298152/singlePlayer.swf,歌单挂件,昨天66说更新歌单，今天已经实装，正好没什么事就更了吧 我是——————分割线———————— 第一首很短 出自2001年的电影《进化危机》(Evolution) 管弦乐加鼓点，有比较尖的笛声，应该是短笛 http://www.xiami.
2015-08-19 17:52,3890035389,165,http://www.xiami.com/widget/40332601_1769316659/singlePlayer.swf,歌单挂件,作者同上，有点梦幻的感觉，背景是遥远的钢琴声，鼓点做点缀。 http://www.xiami.com/widget/40332601_1769316659/singlePlayer.swf
2015-08-19 18:39,3890035389,175,http://www.xiami.com/widget/40332601_1769477523/singlePlayer.swf,歌单挂件,牛仔风 简简单单的吉他就非常有味道 男声 Drinking Champagne 歌手： Willie Nelson http://www.xiami.com/widget/40332601_1769477523/singlePlayer.s
2015-08-21 02:09,3987877139,1,http://www.tudou.com/programs/view/Wh7boGayyJU/,失效（跳回首页）,回家晚了 只录了一点.....image_emoticon30 http://www.tudou.com/programs/view/Wh7boGayyJU/ 视频来自：土豆
2015-08-25 21:37,3999137934,1,http://www.tudou.com/programs/view/58NvQH2K1zU/,失效（跳回首页）,image_emoticonimage_emoticon http://www.tudou.com/programs/view/58NvQH2K1zU/ 视频来自：土豆
2015-08-30 16:32,4008992989,4,http://pan.baidu.com/s/1eQIvAOM,链接不存在,录像网盘改成[无效] http://pan.baidu.com/s/1eQIvAOM ，原来的那个被举报封掉了 　　　——喜欢女流的来女流吧玩吧(´▽‘)ノ♪
2015-08-31 12:21,4011388135,1,http://www.wenjuan.com/s/AbAVVn/,MC 公共服问卷,MC公共服资格小测试 是其中一个可以进公共服的方法，有想来公共服一起玩的小伙伴可以开始答题了。 里边包含MC的小知识及66直播时的小故事，相信对于喜欢66喜欢MC的小伙伴们来说都不是什么难题。 申请地址http://www.wenjuan.
2015-09-03 22:54,4014001907,6,http://bb删掉s.deept删掉imes.org/forum.php?mod=viewthread&tid=2140413&extra=page%3D1,无关（坎巴拉太空计划汉化论坛）,http://bb删掉s.deept删掉imes.org/forum.php?mod=viewthread&tid=2140413&extra=page%3D1
2015-09-21 14:00,3982194172,20,http://news.mydrivers.com/1/436/436998.htm,无关,回复 ��Եϵ1 :这个还真的不好意思了，我文化水平不高，但我在网络上从来不说没有根据的话，给你几个干货吧。h点ttp://lc.cf8.com.cn/rdzx/201402点27/203826.shtml 这是去年的一篇报道，当时在微博很
2015-10-03 19:10,4079886537,2,http://v.youku.com/v_show/id_XMTM0NzMxNzE3Ng==.html,在线,女流之心灵砒霜20150705 http://v.youku.com/v_show/id_XMTM0NzMxNzE3Ng==.html 视频来自：优酷
2015-10-03 19:11,4079886537,3,http://v.youku.com/v_show/id_XMTM0NzQ4NTQ2OA==.html,在线,女流之心灵砒霜20150712 http://v.youku.com/v_show/id_XMTM0NzQ4NTQ2OA==.html 视频来自：优酷
2015-10-03 19:12,4079886537,4,http://v.youku.com/v_show/id_XMTM0NzkyNTY4NA==.html,在线,女流之心灵砒霜20150716 http://v.youku.com/v_show/id_XMTM0NzkyNTY4NA==.html 视频来自：优酷
2015-10-03 19:13,4079886537,5,http://v.youku.com/v_show/id_XMTM0ODAwMzU3Ng==.html,在线,女流之心灵砒霜20150719 http://v.youku.com/v_show/id_XMTM0ODAwMzU3Ng==.html 视频来自：优酷
2015-10-03 19:14,4079886537,6,http://v.youku.com/v_show/id_XMTM0ODIyNjUxMg==.html,在线,女流之心灵砒霜20150726 http://v.youku.com/v_show/id_XMTM0ODIyNjUxMg==.html 视频来自：优酷
2015-10-03 19:15,4079886537,7,http://v.youku.com/v_show/id_XMTM0ODkzODM0NA==.html,在线,女流之心灵砒霜20150809 http://v.youku.com/v_show/id_XMTM0ODkzODM0NA==.html 视频来自：优酷
2015-10-03 19:16,4079886537,8,http://v.youku.com/v_show/id_XMTM0OTE3NzY1Mg==.html,在线,女流之心灵砒霜20150816 http://v.youku.com/v_show/id_XMTM0OTE3NzY1Mg==.html 视频来自：优酷
2015-10-03 19:17,4079886537,9,http://v.youku.com/v_show/id_XMTM0OTIzMzAyMA==.html,已删,女流之心灵砒霜20150909 http://v.youku.com/v_show/id_XMTM0OTIzMzAyMA==.html 视频来自：优酷
2015-10-03 19:19,4079886537,10,http://v.youku.com/v_show/id_XMTM1MDMwNTUxMg==.html,在线,女流之心灵砒霜20150910 http://v.youku.com/v_show/id_XMTM1MDMwNTUxMg==.html 视频来自：优酷
2015-10-03 19:28,4079886537,11,http://v.youku.com/v_show/id_XMTM0OTU0MDcxMg==.html,在线,女流之心灵砒霜20150913 http://v.youku.com/v_show/id_XMTM0OTU0MDcxMg==.html 视频来自：优酷
2015-10-03 19:38,4079886537,12,http://v.youku.com/v_show/id_XMTM1MDQ1NDE4OA==.html,已删,女流之心灵砒霜20150927（节选）（女流第一次直播落泪） http://v.youku.com/v_show/id_XMTM1MDQ1NDE4OA==.html 视频来自：优酷 其他还有2小时40多分钟由于里面有女流零食店的广告，上传后
2015-10-09 19:35,4091924452,1,http://v.youku.com/v_show/id_XMTM1NTQ5OTU2MA==.html?from=y1.7-1.2,未能核实（优酷限流）, http://v.youku.com/v_show/id_XMTM1NTQ5OTU2MA==.html?from=y1.7-1.2 视频来自：优酷
2015-10-20 14:26,4112417027,1,http://space.bilibili.com/2304046,她的 B站空间,http://space.bilibili.com/2304046  贴个正确地址，吧主看到改了吧
2015-10-21 20:07,3890035389,203,http://www.xiami.com/widget/0_1771706590/singlePlayer.swf,歌单挂件,渣渣度娘没有女版的， 附上虾米 http://www.xiami.com/widget/0_1771706590/singlePlayer.swf
2015-10-21 20:16,3890035389,208,http://www.xiami.com/widget/0_1769109330/singlePlayer.swf,歌单挂件,这首是之前 Love Theme From spartacus 的变奏 度娘一如既往的没有 ，附上虾米 http://www.xiami.com/widget/0_1769109330/singlePlayer.swf
2015-10-21 20:26,3890035389,212,http://www.xiami.com/widget/0_1770140064/singlePlayer.swf,歌单挂件,这首相比前面的要急促一点，也是钢琴提琴 鼓点。 你又猜对了，度娘没有 The Delta http://www.xiami.com/widget/0_1770140064/singlePlayer.swf
2015-10-21 23:34,4079886537,13,http://pan.baidu.com/s/1hq6NYbM,链接不存在,回复 风帆爱03 :http://pan.baidu.com/s/1hq6NYbM 以后明天的录像会在这里更新。
2015-10-22 23:44,4117197591,1,http://www.nvliu66.com,导航站（task-044 已查，仅链接页）,"大家可以去留言区捧个场... 如果有什么要增加的, 直接去留言就行...网址是 : http://www.nvliu66.com  http://www.nvliu66.cn http://www.nvliu.love  都可以哒~"
2015-10-22 23:44,4117197591,1,http://www.nvliu66.cn,同上,"大家可以去留言区捧个场... 如果有什么要增加的, 直接去留言就行...网址是 : http://www.nvliu66.com  http://www.nvliu66.cn http://www.nvliu.love  都可以哒~"
2015-10-22 23:44,4117197591,1,http://www.nvliu.love,同上,"大家可以去留言区捧个场... 如果有什么要增加的, 直接去留言就行...网址是 : http://www.nvliu66.com  http://www.nvliu66.cn http://www.nvliu.love  都可以哒~"
2015-10-26 18:07,4124200084,1,http://my.tv.sohu.com/us/256806704/81889209.shtml,在线（他人视频，非女流）, http://my.tv.sohu.com/us/256806704/81889209.shtml 视频来自：搜狐视频
2015-11-03 11:43,3890035389,225,http://www.xiami.com/user/search这个是地址,歌单挂件,http://www.xiami.com/user/search这个是地址，在左边框中搜索
2015-11-05 17:03,4142387145,3,http://www.acfun.tv/,首页,http://www.acfun.tv/ 电脑这样的，怎么进去啊
2015-11-05 19:15,4142387145,4,http://www.douyutv.com/156277,直播间地址,http://www.douyutv.com/156277 这是链接，不过现在直播刚刚结束
2015-11-06 20:47,4144789323,1,http://v.youku.com/v_show/id_XMTM3ODkzMDU1Mg==.html,未能核实（优酷限流）,"小弟在女王休息五天的时候剪辑的视频,吧里有喜欢灌篮高手的人么~ps:吧主不要打我 http://v.youku.com/v_show/id_XMTM3ODkzMDU1Mg==.html 来自：v.youku.com/v_show/id_XM"
2015-11-08 11:25,4144789323,6,http://www.bilibili.com/video/av3187044/,在线（吧友自制灌篮高手，非女流）,我在B站也投稿了 ，喜欢B站的朋友可以点连接看~ http://www.bilibili.com/video/av3187044/
2015-11-08 19:17,4148481975,2,http://t.cn/RLp1ZT8,短链,这样的游戏 http://t.cn/RLp1ZT8
2015-11-16 17:43,4152167972,18,http://啊啊啊,无效地址（吧友随手输入）,[url]http://啊啊啊[/url]
2015-11-17 19:04,4165169651,3,http://5sing.kugou.com/bz/down/2552333,伴奏,http://5sing.kugou.com/bz/down/2552333 请看看这个。。如果不满意也可以自己录。。K神就是录的吧应该。。因为有个和弦弹错了TT
2015-12-01 00:23,4189472686,1,http://v.youku.com/v_show/id_XMTQwMDMwNTI0MA==.html?from=y1.3-game-new3-136-20864.205555-205421.1-1,未能核实（优酷限流）,http://v.youku.com/v_show/id_XMTQwMDMwNTI0MA==.html?from=y1.3-game-new3-136-20864.205555-205421.1-1
2015-12-08 22:25,4203561035,2,http://pan.baidu.com/s/1mgB3ucw,链接不存在,[无效] http://pan.baidu.com/s/1mgB3ucw
2015-12-09 13:54,4204504602,1,http://www.acfun.tv/v/ac2376661,在线（已在录像厅目录）, http://www.acfun.tv/v/ac2376661 视频来自：www.acfun.tv
2015-12-10 19:20,4206924446,1,http://www.acfun.tv/v/ac1485872,404（非女流）,http://www.acfun.tv/v/ac1485872。这是现场版。
2015-12-10 19:47,4206968881,1,http://www.iqiyi.com/w_19rs5j0n25.html,跳回首页,刚刚无意中看到的，有点逗啊。 http://www.iqiyi.com/w_19rs5j0n25.html 视频来自：爱奇艺
2015-12-11 16:56,4208485284,1,http://v.youku.com/v_show/id_XMTQxMDA0ODQ1Ng==.html,已删, http://v.youku.com/v_show/id_XMTQxMDA0ODQ1Ng==.html 视频来自：优酷
2015-12-15 11:32,4214932396,1,http://www.acfun.tv/v/ac2388589,404（吧友自制预告片）, http://www.acfun.tv/v/ac2388589 视频来自：www.acfun.tv
2015-12-17 11:46,4217977442,5,http://bbs.feng.com/forum.php?mod=viewthread&tid=8625976&extra=&page=1&mobile=2,无关,http://bbs.feng.com/forum.php?mod=viewthread&tid=8625976&extra=&page=1&mobile=2 看看能不能帮到你
2015-12-31 14:30,4242870890,1,http://www.acfun.tv/v/ac2424713,404（吧友自制）, http://www.acfun.tv/v/ac2424713 视频来自：www.acfun.tv 自制，处于建筑业的陈工和石工，因为行业不景气人数骤减，所以正面临着被辞退的危机。其中有两名少女想到一条妙计——成为偶像，只要她们成为偶像，
2016-01-22 00:28,4315565409,1,http://www.acfun.tv/v/ac2476522,404（一周年水友视频）, http://www.acfun.tv/v/ac2476522 视频来自：www.acfun.tv 第一次发帖，大家方便去写弹幕吧。
2016-01-22 00:29,4315565409,2,http://www.acfun.tv/v/ac2476522,404（一周年水友视频）,链接：http://www.acfun.tv/v/ac2476522
2016-01-22 03:32,4315565409,8,http://v.youku.com/v_show/id_XMTQ1MDk1NTU2OA==.html?refer=eco-h5-zpd&tuid=UMjQ2ODkzNTY=&x,未能核实（优酷限流）,回复 烤包子打你 :http://v.youku.com/v_show/id_XMTQ1MDk1NTU2OA==.html?refer=eco-h5-zpd&tuid=UMjQ2ODkzNTY=&x
2016-01-24 21:06,4320781281,1,http://www.acfun.tv/v/ac2486106,在线：2016-01-24 一周年水友录像 51 分钟（2016 线索）, http://www.acfun.tv/v/ac2486106 视频来自：www.acfun.tv
2016-01-24 21:10,4320787628,1,http://www.acfun.tv/v/ac2485988,在线：2016-01-24 一周年水友录像 41 分钟（2016 线索）, http://www.acfun.tv/v/ac2485988 视频来自：www.acfun.tv
2016-02-04 12:15,4152167972,2,http://pan.baidu.com/s/1bowlpDX,链接不存在,[无效] http://pan.baidu.com/s/1bowlpDX
