entry_id,title,duration_min,existing_urls,candidate_url,candidate_title,assessment,existing_candidate_entry_ids
2019-09-04-live-01,【女流直播】 好久不见大雄 P1 2019.9.4,236,https://v.douyu.com/show/yVY8WwAJPqV7LOz9,,,本次两个目录按日期未命中；不代表全网无源,
2019-09-06-live-01,【女流直播】 挤进服务器可太难了P1 2019.9.6,156,https://v.douyu.com/show/ZB5Kv9L1jm9Wa93x,,,本次两个目录按日期未命中；不代表全网无源,
2019-09-11-live-01,【女流直播】 怪物猎人：世界 冰原 P1 2019.9.11,281,https://v.douyu.com/show/aRbBv3p9J0476PYV,,,本次两个目录按日期未命中；不代表全网无源,
2019-09-12-live-01,【女流直播】 怪物猎人：世界 冰原 P1 2019.9.12,240,https://v.douyu.com/show/ERALvEgY3b5M1Vw0,,,本次两个目录按日期未命中；不代表全网无源,
2019-09-13-live-01,【女流直播】 怪物猎人：世界 冰原 P1 2019.9.13,230,https://v.douyu.com/show/EO0XvN5XVJxWDrBd,,,本次两个目录按日期未命中；不代表全网无源,
2019-09-16-live-01,【女流直播】 怪物猎人：世界 冰原 P1 2019.9.16,311,https://v.douyu.com/show/DrwnvzAnnQjWPNaX,,,本次两个目录按日期未命中；不代表全网无源,
2019-09-17-live-01,【女流直播】 怪物猎人：世界 冰原 P1 2019.9.17,331,https://v.douyu.com/show/Aox276gP8AoMVz8Z,,,本次两个目录按日期未命中；不代表全网无源,
2019-09-18-live-01,【女流直播】 被囚禁的掌心 P1 2019.9.18,256,https://v.douyu.com/show/r90XWgw1ql2Wgk25,,,本次两个目录按日期未命中；不代表全网无源,
2019-09-21-live-01,【女流直播】塞尔达传说 织梦岛 P1 2019.9.21,240,https://v.douyu.com/show/wLjGvLpnR0pvmO90,,,本次两个目录按日期未命中；不代表全网无源,
2019-09-24-live-01,【女流直播】 塞尔达传说 织梦岛 P1 2019.9.24,311,https://v.douyu.com/show/a4Jj7llmVVj7Dk01,,,本次两个目录按日期未命中；不代表全网无源,
2019-09-27-live-01,【女流直播】 A Short Hi P1 2019.9.27,273,https://v.douyu.com/show/ERALvEgOElAM1Vw0,,,本次两个目录按日期未命中；不代表全网无源,
2019-09-29-live-01,【女流直播】 Green Hell P1 2019.9.29,387,https://v.douyu.com/show/2V0JMVaEpyD7RY5k,,,本次两个目录按日期未命中；不代表全网无源,
2019-10-01-live-01,【女流直播】Green Hell P1 2019.10.1,293,https://v.douyu.com/show/X3JzMaJ1mylWPQro,,,本次两个目录按日期未命中；不代表全网无源,
2019-10-04-live-01,【女流直播】 过山车之星 P1 2019.10.4,270,https://v.douyu.com/show/a2JEMJ5R9027Nxml,,,本次两个目录按日期未命中；不代表全网无源,
2019-10-22-live-01,【女流直播】 牧场物语：重聚矿石镇P1 2019.10.22,417,https://v.douyu.com/show/DrwnvzbAZ2lvPNaX,,,本次两个目录按日期未命中；不代表全网无源,
2019-10-26-live-01,【女流直播】 牧场物语 重聚矿石镇 P1 19.10.26,231,https://v.douyu.com/show/1LDR7QND5XVMJzx8,,,本次两个目录按日期未命中；不代表全网无源,
2019-11-04-live-01,【女流直播】 路易基鬼屋3 P1 2019.11.4,250,https://v.douyu.com/show/0Q8mMYk1KDkv49Ad,https://www.acfun.cn/v/ac11561209,女流-2019.11.4-心灵砒霜弹幕版,排除：已归属11月3日砒霜，非本条鬼屋,2019-11-03-live-01
2019-11-06-live-01,【女流直播】路易吉鬼屋 P1 2019.11.6,296,https://v.douyu.com/show/NVm0WKnxrxPMJeBP,,,本次两个目录按日期未命中；不代表全网无源,
2019-11-11-live-01,【女流直播】 死亡搁浅 P1 2019.11.11,261,https://v.douyu.com/show/6Aw87Oaq6jgWYGkg,,,本次两个目录按日期未命中；不代表全网无源,
2019-11-12-live-01,【女流直播】 死亡搁浅 P1 2019.11.12,302,https://v.douyu.com/show/ZB5Kv95bB0Kva93x,,,本次两个目录按日期未命中；不代表全网无源,
2019-11-15-live-01,【女流直播】 死亡搁浅 P1 2019.11.15,339,https://v.douyu.com/show/ZB5Kv95bJAjva93x,,,本次两个目录按日期未命中；不代表全网无源,
2019-11-19-live-01,【女流直播】 死亡搁浅 P1 2019.11.19,470,https://v.douyu.com/show/qJgOWx2P9Kr7kVzL,,,本次两个目录按日期未命中；不代表全网无源,
2019-11-21-live-01,【女流直播】We were here together P1,295,https://v.douyu.com/show/n8GzMXl0J6DM6qyP,,,本次两个目录按日期未命中；不代表全网无源,
2019-11-30-live-01,【女流直播】Concrete Genie P1 11.30,291,https://v.douyu.com/show/n8GzMXlzOqbM6qyP,,,本次两个目录按日期未命中；不代表全网无源,
2019-12-06-live-01,【女流直播】 莫塔之子  P1 2019.12.6,252,https://v.douyu.com/show/8pa9v5jodOa7VrqA,,,本次两个目录按日期未命中；不代表全网无源,
2019-12-11-live-01,【女流直播】 RAFT船长漂流记 P1 2019.12.11,254,https://v.douyu.com/show/3rob7j2Ow317gkZl,,,本次两个目录按日期未命中；不代表全网无源,
2019-12-17-live-01,【女流直播】 Jump King P1 2019.12.17,240,https://v.douyu.com/show/6Aw87Oa8zrxWYGkg,,,本次两个目录按日期未命中；不代表全网无源,
2019-12-24-live-01,【女流直播】Ashen P1 2019.12.24,278,https://v.douyu.com/show/Aox276kYw88MVz8Z,,,本次两个目录按日期未命中；不代表全网无源,
2019-12-28-live-01,矿工生存之道 2019-12-28 15点场,234,https://v.douyu.com/show/0Q8mMYkxP5Jv49Ad,,,本次两个目录按日期未命中；不代表全网无源,
2020-01-04-live-01,【一零零一】成都IFS可恋活动（14:00场）,117,https://v.douyu.com/show/r90XWgXR13Nvgk25,,,本次两个目录按日期未命中；不代表全网无源,
2020-01-04-live-02,【一零零一】成都IFS可恋活动（16:00场）,84,https://v.douyu.com/show/LDBbMAJAjyLWyJRP,,,本次两个目录按日期未命中；不代表全网无源,
2020-01-06-live-01,莎木3,291,https://v.douyu.com/show/a4Jj7l2d8jbWDk01,,,本次两个目录按日期未命中；不代表全网无源,
2020-01-07-live-01,莎木3,314,https://v.douyu.com/show/Kg1VWRPK32Q7GbNA,,,本次两个目录按日期未命中；不代表全网无源,
2020-01-08-live-01,莎木3,219,https://v.douyu.com/show/0zZVvPRK3B5MO4E2,,,本次两个目录按日期未命中；不代表全网无源,
2020-01-09-live-01,脑锻炼Switch,145,https://v.douyu.com/show/JmbBMkDN86NW40XA,,,本次两个目录按日期未命中；不代表全网无源,
2020-01-10-live-01,生锈小湖：白门/ Rusty Lake:The White Door,255,https://v.douyu.com/show/Aox276km3LoMVz8Z,,,本次两个目录按日期未命中；不代表全网无源,
2020-01-11-live-01,时光之帽/A Hat in Time,295,https://v.douyu.com/show/EO0XvNN6XqXvDrBd,,,本次两个目录按日期未命中；不代表全网无源,
2020-01-14-live-01,手模拟器:生存/ HandSimulator:Survival,258,https://v.douyu.com/show/yVY8WwZE59oMLOz9,,,本次两个目录按日期未命中；不代表全网无源,
2020-01-17-live-01,疑案追声-黑面观音/ Unheard DLC,327,https://v.douyu.com/show/Qyz171mB6K57BJj9,,,本次两个目录按日期未命中；不代表全网无源,
2020-01-18-live-01,疑案追声-黑面观音/ Unheard DLC,162,https://v.douyu.com/show/ZB5Kv95B1nKva93x,,,本次两个目录按日期未命中；不代表全网无源,
2020-01-24-live-01,除夕直播,78,https://v.douyu.com/show/EO0XvNNryoRvDrBd,,,本次两个目录按日期未命中；不代表全网无源,
2020-02-06-live-01,符文工房4,374,https://v.douyu.com/show/0Q8mMYkdx5Lv49Ad,,,本次两个目录按日期未命中；不代表全网无源,
2020-02-09-live-01,符文工房4,370,https://v.douyu.com/show/8pa9v5jlLNa7VrqA,,,本次两个目录按日期未命中；不代表全网无源,
2020-02-10-live-01,符文工房4,360,https://v.douyu.com/show/2V0JMVJd98bMRY5k,https://www.bilibili.com/video/BV1A741157Es,女流-2020.2.10-符文工坊4模拟经营,候选：标题与分P元数据对应，未验证逐P播放和内容连续性,
2020-02-11-live-01,符文工房4,410,https://v.douyu.com/show/DO84vrJEYZNvedGr,,,本次两个目录按日期未命中；不代表全网无源,
2020-02-14-live-01,雀魂,342,https://v.douyu.com/show/DO84vrJEeowvedGr,,,本次两个目录按日期未命中；不代表全网无源,
2020-02-16-live-01,符文工房4,392,https://v.douyu.com/show/6Aw87Oab2XjWYGkg,https://www.bilibili.com/video/BV1K741177ik,女流-2020.2.16-符文工坊4模拟经营,候选：标题与分P元数据对应，未验证逐P播放和内容连续性,
2020-02-17-live-01,符文工房4,356,https://v.douyu.com/show/mPyq7o6w8J2v1gLY,,,本次两个目录按日期未命中；不代表全网无源,
2020-02-18-live-01,聊天,265,https://v.douyu.com/show/X3JzMaGNNOLvPQro,,,本次两个目录按日期未命中；不代表全网无源,
2020-02-22-live-01,符文工房4,274,https://v.douyu.com/show/mPyq7o6pZ9qv1gLY,,,本次两个目录按日期未命中；不代表全网无源,
2020-03-01-live-01,陶艺大师,388,https://v.douyu.com/show/Kp1QM8216QVvk4bj,,,本次两个目录按日期未命中；不代表全网无源,
2020-03-07-live-01,吟诵者,350,https://www.bilibili.com/video/BV1KE411u7Tz | https://www.acfun.cn/v/ac13576435 | https://v.douyu.com/show/ZB5Kv95nrbmva93x,https://www.bilibili.com/video/BV1KE411u7Tz,女流-2020.03.7-吟诵者,已挂入，非新增候选,2020-03-07-live-01
2020-03-07-live-01,吟诵者,350,https://www.bilibili.com/video/BV1KE411u7Tz | https://www.acfun.cn/v/ac13576435 | https://v.douyu.com/show/ZB5Kv95nrbmva93x,https://www.acfun.cn/v/ac13576435,女流-2020.03.7-吟诵者,已挂入，非新增候选,2020-03-07-live-01
2020-03-09-live-01,剧本杀,239,https://v.douyu.com/show/qJgOWx29RBZ7kVzL,,,本次两个目录按日期未命中；不代表全网无源,
2020-03-15-live-01,仁王2,329,https://v.douyu.com/show/Qyz171mKe2D7BJj9,,,本次两个目录按日期未命中；不代表全网无源,
2020-03-17-live-01,仁王2,349,https://v.douyu.com/show/NVm0WKn2a18MJeBP,https://www.bilibili.com/video/BV1F7411d7Ed,女流-2020.3.17-仁王2,候选：标题与分P元数据对应，未验证逐P播放和内容连续性,
2020-03-19-live-01,仁王2,502,https://v.douyu.com/show/a2JEMJEPaGm7Nxml,,,本次两个目录按日期未命中；不代表全网无源,
2020-03-20-live-01,仁王2,324,https://v.douyu.com/show/85BAvqxpEB1WG4Lm,,,本次两个目录按日期未命中；不代表全网无源,
2020-03-30-live-01,踩高跷/ Stilt Fella,293,https://v.douyu.com/show/XqeO74ePYL2MxywG,,,本次两个目录按日期未命中；不代表全网无源,
2020-03-31-live-01,踩高跷/ Stilt Fella,296,https://v.douyu.com/show/ZB5Kv95RJXbva93x,https://www.bilibili.com/video/BV13z411b7gz,女流-2020.3.31-踩高跷stilt fella,候选：标题与分P元数据对应，未验证逐P播放和内容连续性,
2020-04-09-live-01,逆转裁判2,276,https://v.douyu.com/show/2V0JMVJ2QV5MRY5k,,,本次两个目录按日期未命中；不代表全网无源,
2020-04-11-live-01,逆转裁判2,534,https://v.douyu.com/show/a4Jj7l2K03rWDk01,,,本次两个目录按日期未命中；不代表全网无源,
2020-04-16-live-01,逆转裁判3,251,https://v.douyu.com/show/r90XWgXbmaQvgk25,,,本次两个目录按日期未命中；不代表全网无源,
2020-04-17-live-01,逆转裁判3,254,https://v.douyu.com/show/8KxjMdJD2eovVLwb,,,本次两个目录按日期未命中；不代表全网无源,
2020-04-28-live-01,聊天,270,https://v.douyu.com/show/GnzXvbYy4alW462l,,,本次两个目录按日期未命中；不代表全网无源,
2020-04-30-live-01,生锈小湖：轮回的房间/ Rusty Lake：Samsara Room,174,https://v.douyu.com/show/qJgOWx2yDoX7kVzL,https://www.bilibili.com/video/BV1fQ4y1P7UN,女流-2020.4.30-Samsara Room,候选：标题与分P元数据对应，未验证逐P播放和内容连续性,
2020-05-01-live-01,捣蛋大作战 /Rascal Fight,199,https://v.douyu.com/show/JmbBMkDydROW40XA,https://www.bilibili.com/video/BV1SQ4y1N7u8,女流-2020.5.1-捣蛋大作战,候选：标题与分P元数据对应，未验证逐P播放和内容连续性,
2020-05-03-live-01,聊天,344,https://v.douyu.com/show/n8GzMXlX3dDM6qyP,,,本次两个目录按日期未命中；不代表全网无源,
2020-05-05-live-01,转变/ Change,411,https://v.douyu.com/show/Aox276k3QGxMVz8Z,https://www.bilibili.com/video/BV1oQ4y1N7fJ,女流-2020.5.5- 改变:无家可归生存体验,候选：标题与分P元数据对应，未验证逐P播放和内容连续性,
2020-05-06-live-01,冰与火之舞/ A Dance of FireandIce,332,https://v.douyu.com/show/yVmjvB42EVRMqkNb | https://www.bilibili.com/video/BV1fK4y1b7dd,https://www.bilibili.com/video/BV1Nt4y117iY,女流--2020.5.6-冰与火之舞,候选：标题与分P元数据对应，未验证逐P播放和内容连续性,
2020-05-13-live-01,冰与火之舞/ A Dance of FireandIce战歌竞技场,256,https://v.douyu.com/show/a2JEMJELZx07Nxml,,,本次两个目录按日期未命中；不代表全网无源,
2020-05-20-live-01,云城朋克/ Cloudpunk,328,https://v.douyu.com/show/NbwE7ZGmkQPMn5Zz,https://www.bilibili.com/video/BV1Vk4y1r7MR,女流-2020.5.20-云端朋克,候选：标题与分P元数据对应，未验证逐P播放和内容连续性,
2020-05-23-live-01,步行者/ The Pedestrian,323,https://v.douyu.com/show/NbwE7ZGqE10Mn5Zz,https://www.bilibili.com/video/BV1Az4y197s8,女流-2020.5.23-The Pedestrian,候选：标题与分P元数据对应，未验证逐P播放和内容连续性,
2020-06-02-live-01,搭桥poly bridge 2（15:07场）,228,https://v.douyu.com/show/ERALvENpXLA71Vw0,,,本次两个目录按日期未命中；不代表全网无源,
2020-06-02-live-02,《硬核机甲》训练营~~（20:01场）,103,https://v.douyu.com/show/0zZVvPRJDaqMO4E2,,,本次两个目录按日期未命中；不代表全网无源,
2020-06-06-live-01,活动,120,https://v.douyu.com/show/1LDR7QNepYBMJzx8,https://www.bilibili.com/video/BV1bD4y1D7FP,女流-2020.6.6--六月六呀么六月六,候选：标题日期对应，时长范围待核对,
2020-06-09-live-01,看视频聊天,222,https://v.douyu.com/show/worZv05Vn197JBk3,,,本次两个目录按日期未命中；不代表全网无源,
2020-06-19-live-01,最后生还者：第二部/ The Last of Us: Part II,458,https://v.douyu.com/show/qJgOWx2D1Xl7kVzL,,,本次两个目录按日期未命中；不代表全网无源,
2020-07-15-live-01,世界游戏大全51款,295,https://v.douyu.com/show/r90XWgrwbLNMgk25,https://www.bilibili.com/video/BV1ok4y1q7fU,女流-2020.7.15-世界游戏大全51,候选：标题与分P元数据对应，未验证逐P播放和内容连续性,
2020-07-28-live-01,纸片马里奥：折纸国王龙之谷2,195,https://v.douyu.com/show/a2JEMJjxwYoMNxml,https://www.bilibili.com/video/BV1X64y1F7ch,女流-2020.7.28-纸片马里奥&龙之谷,候选：标题与分P元数据对应，未验证逐P播放和内容连续性,
2020-08-08-live-01,纸片马里奥：折纸国王,268,https://v.douyu.com/show/8KxjMdo9onQ7VLwb,https://www.bilibili.com/video/BV1ft4y1D75B,女流-2020.8.8-纸片马里奥全收集,候选：标题与分P元数据对应，未验证逐P播放和内容连续性,
2020-08-19-live-01,这里没有游戏:错误维度/ There Is No Game:Wrong Dimension,287,https://v.douyu.com/show/a2JEMJjbba2MNxml | https://www.bilibili.com/video/BV1aC4y1t7yx,,,本次两个目录按日期未命中；不代表全网无源,
2020-09-04-live-01,直播修电脑,72,https://v.douyu.com/show/EO0XvNRxlxXvDrBd,,,本次两个目录按日期未命中；不代表全网无源,
2020-11-19-live-01,天穗之咲稻姬/ Sakuna Of Rice and Ruin,345,https://v.douyu.com/show/1LDR7QG6XlgWJzx8,https://www.bilibili.com/video/BV1Yy4y167QE,女流-2020.11.19-天穗之咲稻姬,候选：标题与分P元数据对应，未验证逐P播放和内容连续性,
2020-12-11-live-01,赛博朋克2077/ Cyberpunk 2077,300,https://v.douyu.com/show/0Q8mMY1mYoqM49Ad,,,本次两个目录按日期未命中；不代表全网无源,
2021-02-20-live-01,【女流直播】 P1 2021.2.20 鬼谷八荒,240,https://v.douyu.com/show/Qyz171gzVxBWBJj9,,,本次两个目录按日期未命中；不代表全网无源,
2021-04-30-live-01,PS发布会,39,https://www.bilibili.com/video/BV1cV411n7gc | https://www.acfun.cn/v/ac28399662 | https://v.douyu.com/show/ERALvEazp5xv1Vw0,https://www.bilibili.com/video/BV1cV411n7gc,女流-2021.4.30-PS发布会,已挂入，非新增候选,2021-04-30-live-01
2021-04-30-live-01,PS发布会,39,https://www.bilibili.com/video/BV1cV411n7gc | https://www.acfun.cn/v/ac28399662 | https://v.douyu.com/show/ERALvEazp5xv1Vw0,https://www.acfun.cn/v/ac28399662,女流-2021.4.30-PS发布会,已挂入，非新增候选,2021-04-30-live-01
2021-05-05-live-01,【2021-05-05 15点场】女流66：五一派对游戏周假期快乐,308,https://v.douyu.com/show/85BAvqRp2qw7G4Lm,,,本次两个目录按日期未命中；不代表全网无源,
2021-07-15-live-01,【女流直播】 P1 2021.7.15 怪物猎人物语2破灭之翼,324,https://v.douyu.com/show/kDe0W2QRKGXMA4Bz,,,本次两个目录按日期未命中；不代表全网无源,
2021-08-12-live-01,【女流直播】 P1 2021.8.12 六六回家遛遛,197,https://v.douyu.com/show/r90XWg2og1wMgk25,,,本次两个目录按日期未命中；不代表全网无源,
2021-08-14-live-01,【2021-08-14 14点场】女流66：今儿七夕，在《梦幻西游》手游约个会,240,https://v.douyu.com/show/Yo4evy8G0yNW8L62,,,本次两个目录按日期未命中；不代表全网无源,
2021-08-15-live-01,【2021-08-15 15点场】女流66：整点送主机400w福利,347,https://v.douyu.com/show/a4Jj7lVxR46WDk01,,,本次两个目录按日期未命中；不代表全网无源,
2021-08-21-live-01,【2021-08-21 15点场】女流66：周六躺着看直播吧,261,https://v.douyu.com/show/ZB5Kv9XB6G2Wa93x,,,本次两个目录按日期未命中；不代表全网无源,
2021-08-24-live-01,【2021-08-24 15点场】女流66：周二双倍亲密度已开启,410,https://v.douyu.com/show/DO84vrBpAq0vedGr,,,本次两个目录按日期未命中；不代表全网无源,
2021-08-31-live-01,【2021-08-31 19点场】女流66：晚间二台~~~~~~~,242,https://v.douyu.com/show/Bjq4MeZdogJW5Ea8,,,本次两个目录按日期未命中；不代表全网无源,
2021-09-15-live-01,【2021-09-15 15点场】女流66：哈哈哈哈哈哈哈哈 156277,258,https://v.douyu.com/show/0Q8mMYKoLmNv49Ad,,,本次两个目录按日期未命中；不代表全网无源,
2021-09-21-live-01,【2021-09-21 15点场】女流66：周一全体双倍亲密度,120,https://v.douyu.com/show/yVY8WwPm9n8vLOz9,,,本次两个目录按日期未命中；不代表全网无源,
2021-09-24-live-01,【2021-09-24 14点场】女流66：出差参加活动最近随缘见,145,https://v.douyu.com/show/Kg1VWRb1mDPWGbNA,,,本次两个目录按日期未命中；不代表全网无源,
2021-09-26-live-01,【2021-09-26 14点场】女流66：出差参加活动最近随缘见,238,https://v.douyu.com/show/brN0MmmLQn5MpyxA,,,本次两个目录按日期未命中；不代表全网无源,
2021-09-27-live-01,【2021-09-27 14点场】女流66：出差参加活动最近随缘见,120,https://v.douyu.com/show/yVY8WwPLNg8vLOz9,,,本次两个目录按日期未命中；不代表全网无源,
2021-10-06-live-01,【2021-10-06 15点场】女流66：审判之逝继续探索,240,https://v.douyu.com/show/Bjq4MeZed8JW5Ea8,,,本次两个目录按日期未命中；不代表全网无源,
2021-10-19-live-01,【2021-10-19 14点场】女流66：【女流】仙剑7玩玩看,400,https://v.douyu.com/show/jwzOvpQyoQQ7ZVRm,,,本次两个目录按日期未命中；不代表全网无源,
2021-10-22-live-02,【2021-10-22 15点场】女流66：【女流】正在直播,343,https://v.douyu.com/show/XqeO74gqLBXvxywG,,,本次两个目录按日期未命中；不代表全网无源,
2021-10-23-live-01,【2021-10-23 15点场】女流66：【女流】周六双倍已开启,580,https://v.douyu.com/show/0Q8mMYKLk8mv49Ad,,,本次两个目录按日期未命中；不代表全网无源,
2021-10-28-live-01,【2021-10-28 13点场】女流66：【女流】瓦西子赤木都给我来,521,https://v.douyu.com/show/ERALvE9dZ2xv1Vw0,,,本次两个目录按日期未命中；不代表全网无源,
2021-11-04-live-01,【2021-11-04 17点场】女流66：【女流】potion craft玩玩看,266,https://v.douyu.com/show/2Bj8vGxnyQQ7Obnd,,,本次两个目录按日期未命中；不代表全网无源,
2021-11-19-live-01,【2021-11-19 15点场】女流66：【女流】 156277直播间,120,https://v.douyu.com/show/6Aw87O6poqXvYGkg,,,本次两个目录按日期未命中；不代表全网无源,
2021-11-23-live-01,【2021-11-23 15点场】女流66：【女流】 周二有六,351,https://v.douyu.com/show/6Aw87O6mbR0vYGkg,,,本次两个目录按日期未命中；不代表全网无源,
2021-11-30-live-01,【2021-11-30 15点场】女流66：【女流】156277直播间~,379,https://v.douyu.com/show/jNBdvnggB1q7E2yw,,,本次两个目录按日期未命中；不代表全网无源,
2021-12-04-live-01,【2021-12-04 15点场】女流66：【女流】156277直播间~~,322,https://v.douyu.com/show/DO84vrrKEDOvedGr,,,本次两个目录按日期未命中；不代表全网无源,
2021-12-16-live-01,【2021-12-16 15点场】女流66：【女流】周四不休继续Kena,328,https://v.douyu.com/show/brN0Mmb5B4kWpyxA,,,本次两个目录按日期未命中；不代表全网无源,
2021-12-18-live-01,【2021-12-18 17点场】女流66：【女流】156277直播间,236,https://v.douyu.com/show/Kp1QM8al41JWk4bj,,,本次两个目录按日期未命中；不代表全网无源,
2022-01-07-live-01,【2022-01-07 11点场】女流66：【女流】周五中午12点来血源,412,https://v.douyu.com/show/DO84vrr13dkvedGr,,,本次两个目录按日期未命中；不代表全网无源,
2022-02-14-live-01,【2022-02-14 15点场】女流66：怀旧MD经典【龙之弹珠台】,245,https://v.douyu.com/show/kDe0W2aegZXMA4Bz,,,本次两个目录按日期未命中；不代表全网无源,
2022-02-26-live-01,【2022-02-26 10点场】女流66：【女流】艾尔登法环Day2一起来吧,586,https://v.douyu.com/show/Kg1VWRxnVpP7GbNA,,,本次两个目录按日期未命中；不代表全网无源,
2022-03-03-live-01,【2022-03-03 10点场】女流66：【女流】艾尔登法环Day7一起来吧,602,https://v.douyu.com/show/8KxjMd9RbwnWVLwb,,,本次两个目录按日期未命中；不代表全网无源,
2022-03-07-live-01,【2022-03-07 12点场】女流66：【女流】今天下午来，吃个午饭,401,https://v.douyu.com/show/X3JzMaVXKq1WPQro,,,本次两个目录按日期未命中；不代表全网无源,
2022-04-03-live-01,【2022-04-03 17点场】女流66：今日目标，深巨星内部,156,https://v.douyu.com/show/0Q8mMYGk3aNv49Ad,,,本次两个目录按日期未命中；不代表全网无源,
2022-04-16-live-01,【2022-04-16 15点场】女流66：156277直播间,90,https://v.douyu.com/show/2V0JMVxbZD4vRY5k,,,本次两个目录按日期未命中；不代表全网无源,
2022-05-12-live-01,【2022-05-12 15点场】女流66：今天继续呜呜呜,300,https://v.douyu.com/show/Yo4evyKDONxM8L62,,,本次两个目录按日期未命中；不代表全网无源,
2022-06-16-live-01,【2022-06-16 15点场】女流66：【今日双倍】一年一次的佩奇演出,120,https://v.douyu.com/show/X3JzMakExdYvPQro,https://www.bilibili.com/video/BV1r3411M73E,女流-2022.6.16-一年一次的佩奇演出,排除：分P和既有备注确认归属6月17日,2022-06-17-live-01
2022-06-24-live-01,【2022-06-24 15点场】女流66：【今日双倍】156277直播间,300,https://v.douyu.com/show/1LDR7QlQwKrvJzx8,,,本次两个目录按日期未命中；不代表全网无源,
2022-06-25-live-01,【2022-06-25 15点场】女流66：【今日双倍】156277直播间,274,https://v.douyu.com/show/JmbBMklJQO9W40XA,,,本次两个目录按日期未命中；不代表全网无源,
2022-08-27-live-01,【2022-08-27 17点场】女流66：【女流】156277直播间,119,https://v.douyu.com/show/X3JzMakPGzVvPQro,,,本次两个目录按日期未命中；不代表全网无源,
2022-12-05-live-01,【2022-12-05 15点场】女流66：据说是谜题多多的狐尔达,264,https://v.douyu.com/show/85BAvqKK6lBMG4Lm,,,本次两个目录按日期未命中；不代表全网无源,
2022-12-12-live-01,【2022-12-12 15点场】女流66：【今日双倍】156277直播间,240,https://v.douyu.com/show/Qyz171Zlgo5MBJj9,,,本次两个目录按日期未命中；不代表全网无源,
